area;ciudad;conglomerado;panelm;vivienda;hogar;p01;p02;p03;p04;p05a;p05b;p06;p07;p08;p081;p085;p09;p10a;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p232;p233;p24;p25;p26;p27;p28;p29;p29a;p30;p31;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p421;p422;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p61b1;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;sp01;af101;af102h;af102m;af201cod;af201d;af201h;af201m;af202cod;af202d;af202h;af202m;af203cod;af203d;af203h;af203m;af204h;af204m;ced01a;estrato;fexp;nnivins;ingrl;ingpc;pobreza;epobreza;condact;empleo;desempleo;secemp;grupo1;rama1;upm;id_vivienda;id_hogar;id_persona;periodo
2;170183;900302;048;06;1;01;1;40;1;10;10;1;2; ; ; ;3;6;3; ; ; ;6;2;100150;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;7310;3118;5;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;5;6;1;5;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;5;3200;2; ;2500; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ;1;3;2;0;1;5;2;0;1;5;4;0;5;0;1;1723;305,730832894507;3;700;313,75;0;0;1;1; ;1;3;13;170183900302;17018390030204806;170183900302048061;17018390030204806101;202412
2;170183;900302;048;06;1;02;2;40;2;1;10;1;2; ; ; ;3;6;6; ; ; ;6;2;100650;1;1; ; ; ; ; ;40; ;1;4; ; ;1; ; ; ; ; ; ; ; ; ; ;119;6113;2; ; ; ;2;1;2;1;1;1;1;2;2;1;1;1;1;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;420;40;1;90; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ;2; ; ; ;1;5;2;0;1;5;1;0;3;0;1;1723;305,730832894507;4;550;313,75;0;0;1;1; ;1;6;1;170183900302;17018390030204806;170183900302048061;17018390030204806102;202412
2;170183;900302;048;06;1;03;1;15;3;1;10;6;1;2;1;4; ;5;10;1; ; ;6;2;170150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;5;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;6;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1723;305,730832894507;3; ;313,75;0;0;9; ; ; ; ; ;170183900302;17018390030204806;170183900302048061;17018390030204806103;202412
2;170183;900302;048;06;1;04;1;5;3;1;10; ;1;1;1;4; ;5;0;2; ; ;6;2;170150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1723;305,730832894507;3; ;313,75;0;0;0; ; ; ; ; ;170183900302;17018390030204806;170183900302048061;17018390030204806104;202412
2;170183;900302;048;07;1;01;2;35;1;1;10;6;2; ; ; ;3;4;6;1; ; ;6;2;60450;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4620;9321;2; ; ; ;2;1;2;1;1;1;1;2;2;1;1;1;4;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;410;50;1;100; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ;2; ; ; ;1;5;2;0;1;5;0;30;3;0;1;1723;305,730832894507;3;560;286;0;0;1;1; ;1;9;7;170183900302;17018390030204807;170183900302048071;17018390030204807101;202412
2;170183;900302;048;07;1;02;1;15;3;1;10;6;1;1;1;4; ;5;10;1; ; ;6;2;170350;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;12;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;6;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1723;305,730832894507;3; ;286;0;0;9; ; ; ; ; ;170183900302;17018390030204807;170183900302048071;17018390030204807102;202412
2;170183;900302;048;09;1;01;1;66;1;10;10;1;2; ; ; ;1;6;6; ; ; ;6;2;60750;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ;2; ; ; ;1;3;1;30;1;5;0;30;5;0;1;1723;305,730832894507;4; ;457,5;0;0;9; ; ; ; ; ;170183900302;17018390030204809;170183900302048091;17018390030204809101;202412
2;170183;900302;048;09;1;02;2;63;2;10;10;1;2; ; ; ;11;6;6; ; ; ;6;2;180750;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;10; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;1;700;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ;2; ; ; ;1;3;1;0;1;5;0;30;4;0;1;1723;305,730832894507;4; ;457,5;0;0;9; ; ; ; ; ;170183900302;17018390030204809;170183900302048091;17018390030204809102;202412
2;170183;900302;048;09;1;03;2;33;3;1;10;6;2; ; ; ;2;9;5; ;1;30910205;6;1; ;2;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8610;2211;1; ; ; ;3;2;2;2;1;1;1;2;2;1;1;1;4;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1000;100;1;30; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ;1;2;2;0;1;5;3;0;1;5;1;0;6;0;1;1723;305,730832894507;5;1130;457,5;0;0;1;1; ;1;2;17;170183900302;17018390030204809;170183900302048091;17018390030204809103;202412
2;170183;900302;048;09;1;04;2;24;3;10;10;6;2; ; ; ;2;9;5; ;1;30510106;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;8;24; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2;1;1;1;2;2;2;2;2;2;2;8;7; ; ; ;1;3;2;0;1;5;3;0;1;5;2;0;5;0;1;1723;305,730832894507;5; ;457,5;0;0;7; ;1; ; ; ;170183900302;17018390030204809;170183900302048091;17018390030204809104;202412
1;170184;107601;050;01;1;01;2;54;1;1;10;2;2; ; ; ;11;6;6; ; ; ;6;2;40550;2;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;9700;9111;10; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;20;8;1;1; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;415;45;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ;2; ; ; ;1;5;4;0;1;5;3;0;2;0;1;1713;1338,32092900699;4;460;494;0;0;1;1; ;3;9;20;170184107601;17018410760105001;170184107601050011;17018410760105001101;202412
1;170184;107601;050;01;1;02;1;33;3;1;10;6;2; ; ; ;11;6;6; ; ; ;6;2;40550;2;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;5610;5120;2; ; ; ;3;2;2;2;1;2;1;2;2;2;1;1;7;1;1;7;2;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;480;48;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ;1;5;1;0;2; ; ; ;1;5;1;0;3;0;1;1713;1338,32092900699;4;528;494;0;0;1;1; ;1;5;9;170184107601;17018410760105001;170184107601050011;17018410760105001102;202412
1;170184;107601;050;02;1;01;1;73;1;10;10;1;2; ; ; ;1;6;6; ; ; ;6;2;40150;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;200;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1713;1338,32092900699;4; ;100;0;0;9; ; ; ; ; ;170184107601;17018410760105002;170184107601050021;17018410760105002101;202412
1;170184;107601;050;02;1;02;2;73;2;10;10;1;2; ; ; ;1;4;1;2; ; ;6;2;170150;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1713;1338,32092900699;3; ;100;0;0;9; ; ; ; ; ;170184107601;17018410760105002;170184107601050021;17018410760105002102;202412
1;170184;107601;050;03;1;01;1;76;1;1;10;1;2; ; ; ;1;6;6; ; ; ;6;2;40150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;282;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1713;1338,32092900699;4; ;288;0;0;9; ; ; ; ; ;170184107601;17018410760105003;170184107601050031;17018410760105003101;202412
1;170184;107601;050;03;1;02;2;74;2;1;10;1;2; ; ; ;1;6;6; ; ; ;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;270;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1713;1338,32092900699;4; ;288;0;0;9; ; ; ; ; ;170184107601;17018410760105003;170184107601050031;17018410760105003102;202412
1;170184;107601;050;03;1;03;2;54;3;10;10;2;2; ; ; ;2;9;5; ;1;30730301;6;1; ;3;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;7110;2161;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;22;9;1;1;3;1;1;40; ; ; ; ; ; ; ; ; ; ; ;5;600;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;2; ; ; ;1;5;2;0;1;5;1;0;6;0;1;1713;1338,32092900699;5;600;288;0;0;1;1; ;1;2;13;170184107601;17018410760105003;170184107601050031;17018410760105003103;202412
1;170184;107601;050;03;1;04;1;14;5;10;10;6;1;1;4;4; ;5;9;1; ; ;6;2;170150;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1713;1338,32092900699;3; ;288;0;0;0; ; ; ; ; ;170184107601;17018410760105003;170184107601050031;17018410760105003104;202412
1;170184;107601;050;04;1;01;2;51;1;10;10;6;2; ; ; ;11;6;3; ; ; ;6;1; ;1;1; ; ; ; ; ;24;1; ;1;1;16; ;7; ; ; ; ; ; ; ; ; ;5610;9411;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;20;6;1;1;3;2;1;24; ; ; ; ; ; ; ; ; ; ; ;5;0;2; ;0; ; ; ; ; ; ; ;2; ;2; ;1;150;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ;2; ; ; ;1;2;0;40;1;5;3;0;2;0;1;1713;1338,32092900699;3;0;203,333333333333;0;0;2;1; ;2;9;9;170184107601;17018410760105004;170184107601050041;17018410760105004101;202412
1;170184;107601;050;04;1;02;1;28;3;1;10;6;2; ; ; ;2;9;5; ;1;30410302;6;1; ;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;9511;7422;2; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;10;1;1;3;2;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;415;45;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ;1;4;2;0;1;5;2;0;1;5;1;0;6;0;1;1713;1338,32092900699;5;460;203,333333333333;0;0;1;1; ;1;7;19;170184107601;17018410760105004;170184107601050041;17018410760105004102;202412
1;170184;107601;050;04;1;03;1;12;3;10;10;6;1;2;1;4; ;5;7;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1713;1338,32092900699;3; ;203,333333333333;0;0;0; ; ; ; ; ;170184107601;17018410760105004;170184107601050041;17018410760105004103;202412
1;170184;107601;050;06;1;01;1;31;1;1;10;5;2; ; ; ;11;6;6; ; ; ;6;2;230150;2;1; ; ; ; ; ;50; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;5610;5131;2; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;2;1;1;6;2;1;1;50; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;415;45;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ;2; ; ; ;1;6;3;0;1;6;4;0;2;0;1;1713;1338,32092900699;4;460;126,666666666667;0;0;1;1; ;1;5;9;170184107601;17018410760105006;170184107601050061;17018410760105006101;202412
1;170184;107601;050;06;1;02;2;36;2;10;10;5;2; ; ; ;11;6;6; ; ; ;6;1; ;2;1; ; ; ; ; ;50; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;5610;5120;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;6;1;1;3;2;1;50; ; ; ; ; ; ; ; ; ; ; ;5;490;1;50;240; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ;2; ; ; ;1;7;3;0;1;3;1;0;3;0;1;1713;1338,32092900699;4;300;126,666666666667;0;0;4;1; ;2;5;9;170184107601;17018410760105006;170184107601050061;17018410760105006102;202412
1;170184;107601;050;06;1;03;2;11;3;1;10; ;1;1;1;4; ;5;6;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1713;1338,32092900699;3; ;126,666666666667;0;0;0; ; ; ; ; ;170184107601;17018410760105006;170184107601050061;17018410760105006103;202412
1;170184;107601;050;06;1;04;1;3;3;1;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1713;1338,32092900699; ; ;126,666666666667;0;0;0; ; ; ; ; ;170184107601;17018410760105006;170184107601050061;17018410760105006104;202412
1;170184;107601;050;06;1;05;2;70;6;2;10;6;2; ; ; ;1;4;6;1; ; ;7;3;170;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1713;1338,32092900699;3; ;126,666666666667;0;0;9; ; ; ; ; ;170184107601;17018410760105006;170184107601050061;17018410760105006105;202412
1;170184;107601;050;06;1;06;2;20;7;10;10;6;2; ; ; ;17;7;3; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ;2; ; ; ;1;3;1;0;1;5;0;40;5;0;1;1713;1338,32092900699;4; ;126,666666666667;0;0;9; ; ; ; ; ;170184107601;17018410760105006;170184107601050061;17018410760105006106;202412
1;170184;107601;050;07;1;01;1;61;1;4;10;3;2; ; ; ;11;9;1; ;2; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;800;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ;2; ; ; ;2; ; ; ;1;7;1;0;6;0;1;1713;1338,32092900699;5; ;800;0;0;9; ; ; ; ; ;170184107601;17018410760105007;170184107601050071;17018410760105007101;202412
1;170184;107601;050;08;1;01;1;48;1;10;10;1;2; ; ; ;11;6;1; ; ; ;6;2;111050;2;1; ; ; ; ; ;40; ;1;4; ; ;5; ; ; ; ; ; ; ; ; ; ;113;6114;6;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;10;1;1;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;5;150;1;40;60; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ;1;6;4;0;2; ; ; ;1;7;4;0;2;0;1;1713;1338,32092900699;3;130;52,5;1;0;4;1; ;2;6;1;170184107601;17018410760105008;170184107601050081;17018410760105008101;202412
1;170184;107601;050;08;1;02;2;40;2;10;10;1;2; ; ; ;11;4;6;1; ; ;6;2;210150;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ;2; ; ; ;1;5;3;0;1;7;1;30;3;0;1;1713;1338,32092900699;3; ;52,5;1;0;9; ; ; ; ; ;170184107601;17018410760105008;170184107601050081;17018410760105008102;202412
1;170184;107601;050;08;1;03;1;11;3;10;10; ;1;1;1;4; ;5;6;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1713;1338,32092900699;3; ;52,5;1;0;0; ; ; ; ; ;170184107601;17018410760105008;170184107601050081;17018410760105008103;202412
1;170184;107601;050;08;1;04;1;22;7;10;10;6;2; ; ; ;11;7;3; ; ; ;6;1; ;2;1; ; ; ; ; ;10;1; ;3;1;30; ;1;4; ; ; ; ; ; ; ; ;9700;6113;10; ; ; ;3;2;2;2;2;2;2;2;2;2;2;2;0;8;1;2; ; ;1;10; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;80;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ;1;3;2;0;2; ; ; ;1;6;3;0;4;0;1;1713;1338,32092900699;4;80;52,5;1;0;2;1; ;3;6;20;170184107601;17018410760105008;170184107601050081;17018410760105008104;202412
1;170184;107603;051;01;1;01;2;52;1;10;10;2;2; ; ; ;3;4;6;1; ; ;6;2;110250;1;1; ; ; ; ; ;16;1; ;2;1;30; ;4;4; ; ; ; ; ; ; ; ;5610;9412;2; ; ; ;3;1;2;2;2;2;2;2;2;2;2;2;0;1;1;4;2;1;1;16; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;225;0;1;45; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ;2; ; ; ;1;4;1;0;1;5;1;0;3;0;1;1713;1085,9703071098;3;270;233,333333333333;0;0;2;1; ;1;9;9;170184107603;17018410760305101;170184107603051011;17018410760305101101;202412
1;170184;107603;051;01;1;02;1;26;3;10;10;6;2; ; ; ;3;5;9;1; ; ;6;1; ;1;1; ; ; ; ; ;20;1; ;2;1;20; ;4;4; ; ; ; ; ; ; ; ;9700;8322;10; ; ; ;3;1;2;2;2;2;2;2;2;2;2;2;1;8;1;2; ; ;1;20; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;160;0;1;40; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ;1;3;2;0;1;5;1;0;1;5;1;30;7;0;1;1713;1085,9703071098;3;200;233,333333333333;0;0;2;1; ;3;8;20;170184107603;17018410760305101;170184107603051011;17018410760305101102;202412
1;170184;107603;051;01;1;03;1;24;3;10;10;6;1;1;3;4; ;8;1; ;2; ;6;1; ;1;1; ; ; ; ; ;20;1; ;4; ; ;2; ; ; ; ; ; ; ; ; ; ;8690;4226;2; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;20; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;230;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ;2; ; ; ;1;5;3;0;1;6;1;30;6;0;1;1713;1085,9703071098;5;230;233,333333333333;0;0;4;1; ;1;4;17;170184107603;17018410760305101;170184107603051011;17018410760305101103;202412
1;170184;107603;051;02;1;01;2;30;1;10;10;2;2; ; ; ;3;7;3; ; ; ;6;1; ;1;1; ; ; ; ; ;48; ;2;4; ; ;6; ; ; ; ; ; ; ; ; ; ;5610;5120;2; ; ; ;2;1;2;2;2;1;2;2;2;2;2;2;2;1;1;5;2;1;1;40; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;500;0;1;125; ; ; ;2; ;2; ;1;250;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9; ; ; ;2; ; ; ;1;6;3;0;1;5;3;0;4;0;1;1713;1085,9703071098;4;625;300,4;0;0;1;1; ;1;5;9;170184107603;17018410760305102;170184107603051021;17018410760305102101;202412
1;170184;107603;051;02;1;02;2;13;3;10;10;6;1;1;1;4; ;5;7;1; ; ;6;2;170150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;12;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;5;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1713;1085,9703071098;3; ;300,4;0;0;0; ; ; ; ; ;170184107603;17018410760305102;170184107603051021;17018410760305102102;202412
